id,stage,parent_category,task_name,merge_group,merge_compatible,merge_strategy,merge_cap_tokens,pricing_basis,io_tokens_in_default,io_tokens_out_default,io_addon_merge_mode,io_addon_merge_ratio,io_can_batch,io_avg_chunk_tokens,users,qpm,tokens_in,tokens_out,corpus_gb,embed_model,refresh_rate,avg_chunk_tokens,num_queries,avg_query_tokens,source_type,classes,complexity_level,language_pairs,num_tools,chain_depth,avg_steps,eval_freq,metrics,model_profile.key,model_profile.tier,model_profile.context_window,model_profile.pricing_basis,model_profile.override_ok,model_band_min_key,model_band_max_key,infra_profile.hosting_type,infra_profile.hardware_hint,gpu_hourly_key,gpu_count_default,batch_size_default,ft_enabled,ft_cost_basis,ft_dataset_tokens,ft_expected_hours,availability_target,monitoring_tier_default,compliance_flag,notes,required_inputs,fine_tune.enabled,fine_tune.cost_basis,fine_tune.dataset_tokens,fine_tune.expected_hours
187,S4,Orchestration & Tool Use,Web Scrape + Summarize Chain,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
188,S4,Orchestration & Tool Use,Calendar + Email Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
189,S4,Orchestration & Tool Use,CRM Update Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
190,S4,Orchestration & Tool Use,Docs-to-Tickets Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
191,S4,Orchestration & Tool Use,RAG + Action Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,mistral/mistral-large,large,64000,token,TRUE,mistral/mistral-large-mini,mistral/mistral-large,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
192,S4,Orchestration & Tool Use,SQL+RAG Hybrid Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,cohere/command-r-plus,large,128000,token,TRUE,cohere/command-r-plus-mini,cohere/command-r-plus,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
193,S4,Orchestration & Tool Use,Knowledge Routing Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,google/gemini-1.5-flash,small,1000000,token,TRUE,google/gemini-1.5-flash,google/ge-1.5-pro,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
194,S4,Orchestration & Tool Use,QA Triage Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,google/gemini-1.5-pro,large,1000000,token,TRUE,google/gemini-1.5-pro,google/ge-1.5-pro,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
195,S4,Orchestration & Tool Use,Data Enrichment Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,openai/gpt-4o-mini,medium,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o-,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
196,S4,Orchestration & Tool Use,Batch Processing Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,openai/gpt-4o,large,128000,token,TRUE,openai/gpt-4o-mini,openai/gpt-4o,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
197,S4,Orchestration & Tool Use,Weak Supervision Labeling Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,openai/gpt-4.1-mini,medium,200000,token,TRUE,openai/gpt-4.1-mini,openai/gpt-4.1-,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
198,S4,Orchestration & Tool Use,Human-in-the-Loop Review Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,anthropic/claude-3.5-sonnet,large,200000,token,TRUE,anthropic/claude-3.5-sonnet-mini,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
199,S4,Orchestration & Tool Use,Planning + Decomposition Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,anthropic/claude-3.5-haiku,small,200000,token,TRUE,anthropic/claude-3.5-haiku,anthropic/claude-3.5-sonnet,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
200,S4,Orchestration & Tool Use,Auto-Eval-in-the-Loop Agent,S4_agentic,FALSE,separate_only,,token,700,300,separate_only,0,FALSE,,50,10,,,,,,,,,,,,,3,4,8,,,mistral/mistral-medium,medium,32000,token,TRUE,mistral/mistral-medium-mini,mistral/mistral-medium,api,,,,,FALSE,,,,99.9,Standard,None,Tool calls add per-step overhead; usually separate.,"users, qpm, num_tools, chain_depth, avg_steps, tokens_in, tokens_out",FALSE,,,
